season,role,position,lead,column,delta_pp,nan_pos,nan_lead,n
23-24,W,LAMF,LW,Deep completed crosses per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Passes to final third per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Deep completions per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate through passes, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Through passes per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate passes to penalty area, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Passes to penalty area per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate passes to final third, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Passes per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Received long passes per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Duels won, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Received passes per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,xG per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Non-penalty goals per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Goals per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Successful attacking actions per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Red cards per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Yellow cards per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Fouls per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Interceptions per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Shots blocked per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Sliding tackles per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Aerial duels won, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Aerial duels per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Defensive duels won, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Defensive duels per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Successful defensive actions per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Head goals per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Shots per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Shots on target, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Dribbles per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Accelerations per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Progressive runs per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Touches in box per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Offensive duels won, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Offensive duels per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Successful dribbles, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Crosses to goalie box per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Assists per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate crosses from right flank, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Crosses from right flank per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate crosses from left flank, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Crosses from left flank per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,"Accurate crosses, %",2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Crosses per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,LAMF,LW,Corners per 90,2.185971755343651,10.778443113772456,8.592471358428805,835
23-24,W,RAMF,LW,Duels per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Fouls suffered per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Third assists per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Second assists per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Shot assists per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,xA per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate long passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Long passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate short / medium passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Short / medium passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate lateral passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Lateral passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate back passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Back passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate forward passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Forward passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Smart passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate smart passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Key passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Progressive passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Direct free kicks on target, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Direct free kicks per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Free kicks per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Back passes received as GK per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,xG against per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate progressive passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Deep completed crosses per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Passes to final third per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Deep completions per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate through passes, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Through passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate passes to penalty area, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Passes to penalty area per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate passes to final third, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Received long passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Duels won, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Received passes per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,xG per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Non-penalty goals per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Goals per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Successful attacking actions per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Red cards per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Yellow cards per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Fouls per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Interceptions per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Shots blocked per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Sliding tackles per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Aerial duels won, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Aerial duels per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Defensive duels won, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Defensive duels per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Successful defensive actions per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Head goals per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Shots per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Shots on target, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Dribbles per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Accelerations per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Progressive runs per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Touches in box per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Offensive duels won, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Offensive duels per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Successful dribbles, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Crosses to goalie box per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Assists per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate crosses from right flank, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Crosses from right flank per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate crosses from left flank, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Crosses from left flank per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,"Accurate crosses, %",3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Crosses per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
23-24,W,RAMF,LW,Corners per 90,3.2072902625485504,11.799761620977355,8.592471358428805,839
24-25,FB,RWB,RB,Duels per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Fouls suffered per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Third assists per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Second assists per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Shot assists per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,xA per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate long passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Long passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate short / medium passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Short / medium passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate lateral passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Lateral passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate back passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Back passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate forward passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Forward passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Smart passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate smart passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Key passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Progressive passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Direct free kicks on target, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Direct free kicks per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Free kicks per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Back passes received as GK per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,xG against per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate progressive passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Deep completed crosses per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Passes to final third per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Deep completions per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate through passes, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Through passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate passes to penalty area, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Passes to penalty area per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate passes to final third, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Received long passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Duels won, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Received passes per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,xG per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Non-penalty goals per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Goals per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Successful attacking actions per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Red cards per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Yellow cards per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Fouls per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Interceptions per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Shots blocked per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Sliding tackles per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Aerial duels won, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Aerial duels per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Defensive duels won, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Defensive duels per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Successful defensive actions per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Head goals per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Shots per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Shots on target, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Dribbles per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Accelerations per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Progressive runs per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Touches in box per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Offensive duels won, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Offensive duels per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Successful dribbles, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Crosses to goalie box per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Assists per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate crosses from right flank, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Crosses from right flank per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate crosses from left flank, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Crosses from left flank per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,"Accurate crosses, %",3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Crosses per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,RWB,RB,Corners per 90,3.048451003523109,9.294320137693632,6.245869134170523,581
24-25,FB,LWB,RB,Duels per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Fouls suffered per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Third assists per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Second assists per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Shot assists per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,xA per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate long passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Long passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate short / medium passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Short / medium passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate lateral passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Lateral passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate back passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Back passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate forward passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Forward passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Smart passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate smart passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Key passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Progressive passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Direct free kicks on target, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Direct free kicks per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Free kicks per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Back passes received as GK per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,xG against per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate progressive passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Deep completed crosses per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Passes to final third per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Deep completions per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate through passes, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Through passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate passes to penalty area, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Passes to penalty area per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate passes to final third, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Received long passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Duels won, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Received passes per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,xG per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Non-penalty goals per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Goals per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Successful attacking actions per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Red cards per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Yellow cards per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Fouls per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Interceptions per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Shots blocked per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Sliding tackles per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Aerial duels won, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Aerial duels per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Defensive duels won, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Defensive duels per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Successful defensive actions per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Head goals per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Shots per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Shots on target, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Dribbles per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Accelerations per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Progressive runs per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Touches in box per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Offensive duels won, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Offensive duels per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Successful dribbles, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Crosses to goalie box per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Assists per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate crosses from right flank, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Crosses from right flank per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate crosses from left flank, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Crosses from left flank per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,"Accurate crosses, %",3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Crosses per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,FB,LWB,RB,Corners per 90,3.205926707039307,9.45179584120983,6.245869134170523,529
24-25,DM,RDMF,DMF,Duels per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Fouls suffered per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Third assists per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Second assists per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Shot assists per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,xA per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,"Accurate long passes, %",1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Long passes per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,"Accurate short / medium passes, %",1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Short / medium passes per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,"Accurate lateral passes, %",1.7551580568761533,8.053691275167784,6.298533218291631,894
24-25,DM,RDMF,DMF,Lateral passes per 90,1.7551580568761533,8.053691275167784,6.298533218291631,894
